Attendance,Hours_Studied,Prev_GPA,Quiz_Avg,Midterm_Score,Assignment_Avg,Presentation_Marks,Internal_Marks,Final_Score,Total_Weighted,Grade,GPA_Points
100.0,6,1.69,85.76,44.6,81.08,100.0,64.21,62.71,65.42,C+,2.3
64.6,4,3.92,80.65,68.57,83.21,53.95,90.14,56.25,67.27,C+,2.3
55.6,11,3.67,79.8,100.0,74.1,79.79,79.82,99.1,92.0,A,4.0
87.3,11,2.72,92.49,89.98,92.83,81.77,95.18,78.78,86.01,A-,3.7
76.0,13,3.33,89.23,66.81,87.43,60.75,63.47,62.14,69.9,B-,2.7
69.7,5,3.0,96.17,70.77,68.61,84.83,87.98,65.09,73.66,B,3.0
90.5,7,3.74,74.01,73.88,100.0,71.74,91.0,98.23,87.0,A,4.0
84.9,1,3.59,69.11,56.58,87.27,28.69,47.29,51.37,57.59,C-,1.7
75.2,6,2.16,52.84,64.17,76.52,82.24,90.88,56.55,62.9,C,2.0
66.6,11,3.35,73.33,68.28,100.0,57.66,81.07,69.95,72.99,B,3.0
92.5,6,2.88,91.44,71.77,100.0,56.11,82.46,69.57,76.42,B,3.0
89.8,10,3.05,99.68,61.21,84.44,90.56,68.07,63.12,71.88,B-,2.7
80.8,7,2.56,89.62,47.79,85.39,66.97,93.07,62.18,66.81,C+,2.3
100.0,9,4.0,57.39,76.64,78.44,98.82,67.7,82.94,77.11,B,3.0
69.2,3,3.62,91.75,95.94,79.73,95.28,87.15,83.68,88.31,A,4.0
63.7,8,2.56,46.63,68.53,77.82,60.6,85.7,50.79,59.54,C,2.0
73.7,1,2.2,82.34,56.56,77.09,81.15,55.23,52.31,61.94,C,2.0
81.5,7,2.77,70.61,81.2,86.12,60.53,100.0,66.37,74.08,B,3.0
84.9,1,3.26,84.77,64.7,86.95,100.0,77.47,65.59,72.69,B,3.0
79.1,12,3.14,60.88,100.0,89.72,66.4,90.02,96.08,89.36,A,4.0
86.2,11,3.75,100.0,76.26,74.79,99.79,61.94,77.2,80.51,B+,3.3
67.0,9,3.47,56.91,83.09,73.62,92.07,100.0,73.28,75.58,B,3.0
99.3,14,3.58,76.02,66.98,85.49,89.74,68.91,91.9,81.39,B+,3.3
81.0,4,3.2,60.73,76.75,78.31,61.63,90.05,74.99,73.71,B,3.0
95.4,14,2.17,53.71,77.42,98.63,75.29,66.09,77.62,75.39,B,3.0
86.1,11,2.88,81.25,71.93,71.87,39.07,71.16,88.69,78.34,B+,3.3
87.5,7,3.64,100.0,65.18,81.92,82.25,91.25,77.19,79.04,B+,3.3
88.8,12,2.97,100.0,63.95,98.6,85.45,95.55,56.05,72.32,B-,2.7
87.4,3,3.3,77.5,73.56,78.44,76.44,58.24,74.45,74.37,B,3.0
89.7,4,2.81,91.76,78.07,86.53,19.49,90.28,53.24,68.72,B-,2.7
97.9,5,2.38,78.29,65.78,79.14,50.03,89.44,67.16,69.94,B-,2.7
84.4,5,2.93,83.14,73.26,84.74,60.19,62.53,50.32,65.52,C+,2.3
90.5,3,3.19,70.78,68.3,79.17,79.16,98.29,60.28,68.6,B-,2.7
80.9,12,2.61,81.86,73.51,92.93,82.14,58.53,69.9,74.94,B,3.0
99.3,6,2.86,85.63,67.36,65.03,72.51,68.82,57.31,66.18,C+,2.3
73.9,9,2.44,66.77,68.74,77.09,84.88,82.16,62.93,68.43,B-,2.7
100.0,5,3.67,79.02,100.0,89.74,59.71,68.23,90.47,88.41,A,4.0
81.5,1,2.82,71.25,70.12,84.53,81.11,75.82,55.7,66.8,C+,2.3
64.8,9,3.87,92.66,83.58,100.0,86.81,83.64,87.73,88.41,A,4.0
83.5,1,3.92,60.74,76.74,78.04,81.53,74.11,56.29,66.4,C+,2.3
73.8,7,2.95,75.31,64.87,99.83,70.8,87.73,65.89,71.78,B-,2.7
92.1,2,2.39,100.0,85.87,70.26,100.0,68.97,75.54,82.16,A-,3.7
74.2,15,1.75,94.38,65.26,98.86,83.8,80.16,64.01,74.16,B,3.0
76.6,11,2.12,96.08,85.72,91.65,56.41,91.89,65.71,78.71,B+,3.3
59.3,8,2.18,72.62,59.9,67.29,74.72,83.32,65.85,66.84,C+,2.3
76.6,13,3.83,88.89,61.72,93.76,95.62,95.08,87.49,82.67,A-,3.7
52.9,4,3.07,87.4,71.22,77.76,59.78,56.28,65.06,70.52,B-,2.7
63.0,10,3.23,100.0,53.55,91.73,95.83,85.57,65.66,72.89,B,3.0
91.1,8,1.67,44.12,74.96,76.71,78.27,61.09,62.97,65.19,C+,2.3
91.4,9,2.28,56.83,50.45,78.87,32.4,58.62,54.15,55.24,C-,1.7
87.1,13,3.53,100.0,71.83,100.0,87.32,82.93,83.25,84.77,A-,3.7
70.4,10,3.17,74.57,48.81,83.54,69.41,66.06,35.98,52.91,D+,1.3
81.4,9,2.91,68.0,100.0,94.0,85.75,89.15,71.68,82.02,A-,3.7
82.0,1,3.34,55.45,40.8,77.56,89.26,85.66,41.79,51.73,D+,1.3
68.1,4,3.98,69.2,70.69,100.0,79.04,50.89,69.61,72.39,B-,2.7
100.0,7,2.87,57.34,89.67,76.24,100.0,66.78,74.72,76.87,B,3.0
92.5,8,3.04,100.0,88.59,77.64,73.79,58.57,84.78,85.44,A-,3.7
79.3,3,3.12,74.17,81.13,98.8,83.76,68.03,73.67,78.35,B+,3.3
82.3,17,4.0,87.26,76.05,88.79,100.0,94.5,71.86,79.45,B+,3.3
84.5,14,1.74,86.03,91.83,100.0,73.46,73.82,96.32,91.75,A,4.0
57.5,10,3.41,92.83,86.0,95.09,90.41,70.13,94.61,90.8,A,4.0
79.0,8,2.93,91.41,73.62,81.36,64.52,95.42,60.03,72.26,B-,2.7
73.8,7,3.34,93.74,74.49,61.88,68.03,45.37,72.64,73.6,B,3.0
70.0,4,2.61,62.78,60.38,78.01,46.62,89.56,51.75,59.82,C,2.0
78.6,8,2.97,72.87,55.79,84.56,79.69,69.72,63.98,66.4,C+,2.3
100.0,9,3.43,93.56,94.81,100.0,85.87,80.93,96.16,94.54,A,4.0
89.7,3,4.0,71.16,93.07,100.0,98.3,71.69,99.95,92.42,A,4.0
75.1,9,3.48,79.65,58.58,77.51,91.97,100.0,75.69,74.22,B,3.0
88.9,7,2.49,81.73,66.29,91.36,68.62,58.52,68.69,71.8,B-,2.7
98.8,1,2.75,85.36,64.29,88.76,50.37,73.74,57.83,67.09,C+,2.3
93.1,4,2.73,48.36,67.51,93.91,80.82,82.41,63.46,67.07,C+,2.3
82.7,6,1.92,82.87,66.18,84.13,90.14,49.6,77.2,75.26,B,3.0
74.2,15,2.8,77.61,89.27,63.81,92.71,68.24,79.58,80.22,B+,3.3
90.4,10,3.44,92.41,62.84,85.93,99.32,79.73,63.78,72.63,B,3.0
86.7,2,2.24,82.68,50.49,63.16,65.22,58.62,36.01,51.94,D+,1.3
92.7,9,3.63,100.0,94.88,85.66,71.69,70.67,89.59,90.24,A,4.0
89.6,1,3.29,95.12,60.42,92.58,59.56,69.92,65.62,71.35,B-,2.7
94.6,12,2.56,100.0,52.89,89.76,77.09,89.19,62.39,70.47,B-,2.7
75.6,6,2.92,97.1,60.68,95.22,72.03,70.64,77.55,77.41,B+,3.3
97.8,7,3.96,86.89,70.24,92.62,84.24,97.62,70.42,77.12,B,3.0
84.4,13,3.44,83.78,100.0,73.72,78.97,69.33,84.36,86.1,A-,3.7
100.0,2,3.01,88.53,83.24,51.19,71.03,57.91,67.0,72.46,B-,2.7
73.7,2,2.86,83.19,83.57,80.0,56.23,99.18,66.82,75.87,B,3.0
100.0,5,3.05,73.06,83.82,81.13,92.65,68.49,74.39,77.84,B+,3.3
84.4,12,2.69,85.67,87.74,73.88,78.98,61.25,89.59,85.02,A-,3.7
74.2,1,1.74,66.55,49.07,52.67,61.94,42.69,33.79,46.26,F,0.0
76.2,1,4.0,63.51,66.14,73.5,60.87,91.37,66.58,67.66,C+,2.3
78.2,6,3.09,95.74,53.54,80.05,50.41,71.6,63.83,67.38,C+,2.3
87.1,10,3.24,81.5,70.3,94.66,100.0,77.12,75.81,78.44,B+,3.3
88.3,12,2.97,100.0,85.06,89.37,89.09,78.88,91.5,90.2,A,4.0
75.1,6,2.56,49.57,69.1,99.25,42.72,88.13,62.94,66.35,C+,2.3
81.7,6,2.89,67.58,89.91,69.5,87.67,73.42,77.63,78.67,B+,3.3
100.0,12,2.04,79.05,53.3,95.13,93.16,100.0,73.61,73.8,B,3.0
100.0,1,4.0,95.76,79.7,85.27,78.94,80.57,68.45,78.17,B+,3.3
87.2,6,2.26,79.95,46.99,88.3,100.0,88.82,62.2,66.89,C+,2.3
82.5,8,2.38,80.03,69.88,76.13,77.27,86.64,65.21,71.36,B-,2.7
83.4,9,2.74,60.69,82.45,96.46,50.1,77.09,70.36,73.86,B,3.0
89.4,5,3.77,62.17,69.09,89.06,84.09,71.3,63.59,68.71,B-,2.7
69.7,8,3.01,81.45,78.43,74.46,79.02,81.26,77.28,78.2,B+,3.3
78.9,1,2.26,49.17,47.27,75.49,56.77,76.77,47.73,52.51,D+,1.3
62.0,5,3.75,68.72,43.08,79.83,85.02,68.68,60.28,60.86,C,2.0
86.8,9,3.44,88.25,82.65,92.61,48.72,83.07,77.32,80.68,B+,3.3
89.8,4,3.32,62.33,97.96,68.9,92.89,94.37,60.05,74.11,B,3.0
76.2,8,3.43,100.0,56.0,84.59,61.13,100.0,68.81,73.04,B,3.0
100.0,9,4.0,100.0,96.86,95.04,64.57,96.26,88.67,92.23,A,4.0
67.3,6,4.0,55.36,72.62,85.33,74.88,100.0,71.56,72.36,B-,2.7
64.4,8,2.59,60.41,46.03,96.56,80.19,65.59,50.96,57.9,C-,1.7
84.7,4,3.97,44.86,54.05,94.44,80.1,88.98,47.22,57.02,C-,1.7
94.6,7,3.23,67.54,72.53,85.19,63.91,98.02,75.33,75.01,B,3.0
100.0,10,3.3,93.7,68.73,90.8,71.09,69.65,70.68,75.62,B,3.0
76.5,8,1.98,66.96,45.16,82.72,50.78,66.37,54.9,57.42,C-,1.7
94.9,5,2.9,83.5,42.49,87.43,70.55,100.0,54.98,62.41,C,2.0
81.5,8,2.51,52.95,55.24,59.88,93.14,62.14,56.01,57.91,C-,1.7
79.9,10,3.5,92.96,77.09,83.37,78.91,62.21,71.93,77.38,B+,3.3
92.6,1,3.64,68.19,69.42,64.71,89.99,97.91,54.03,65.06,C+,2.3
89.8,12,1.76,76.6,61.4,97.76,100.0,93.17,73.62,75.72,B,3.0
63.1,6,2.99,73.08,70.7,79.74,61.89,80.52,60.28,67.84,B-,2.7
99.7,9,3.67,63.88,92.59,86.63,77.59,82.31,80.84,81.72,B+,3.3
98.6,12,2.89,64.52,81.13,98.58,100.0,75.68,81.1,81.04,B+,3.3
74.5,2,3.44,89.13,65.67,85.68,98.61,78.56,61.29,71.73,B-,2.7
86.7,5,3.21,82.99,84.86,69.47,44.91,99.13,60.28,71.92,B-,2.7
87.9,6,3.2,93.54,55.43,82.94,82.76,81.13,89.45,80.16,B+,3.3
85.1,4,2.84,79.54,64.07,76.65,72.68,100.0,58.68,67.72,B-,2.7
75.4,14,2.27,80.56,68.2,63.49,91.3,65.85,75.98,73.73,B,3.0
73.9,4,2.33,45.62,44.72,69.23,56.1,71.23,66.24,57.81,C-,1.7
81.7,5,3.43,73.33,63.67,81.19,60.28,72.17,71.43,70.23,B-,2.7
96.1,8,3.01,78.84,39.05,83.87,65.08,64.06,52.81,57.56,C-,1.7
88.5,3,2.92,100.0,98.22,62.84,62.34,72.49,76.19,83.06,A-,3.7
77.6,6,2.75,85.26,52.96,94.78,87.64,80.8,54.92,65.9,C+,2.3
91.3,9,2.82,100.0,97.09,83.48,55.45,86.05,91.88,91.45,A,4.0
47.8,6,3.63,84.46,69.11,81.95,62.29,100.0,75.86,76.6,B,3.0
95.8,7,2.8,67.01,79.72,88.49,43.48,84.18,64.28,70.92,B-,2.7
61.1,5,2.2,72.17,55.59,66.95,86.54,86.51,47.24,58.96,C,2.0
77.7,1,3.45,77.81,70.6,85.75,95.15,75.2,53.17,67.68,C+,2.3
68.6,9,2.88,62.59,80.09,78.28,68.79,100.0,81.51,78.28,B+,3.3
66.5,15,3.02,75.46,84.86,76.47,73.87,100.0,81.61,81.52,B+,3.3
95.9,8,3.96,79.94,88.43,95.91,89.19,90.47,83.99,86.27,A-,3.7
76.4,8,2.99,100.0,64.31,100.0,100.0,63.3,64.13,74.9,B,3.0
86.2,10,3.17,49.09,65.61,95.0,85.65,72.62,51.81,61.91,C,2.0
81.4,2,2.29,88.79,38.19,87.78,56.14,74.65,60.76,62.49,C,2.0
87.7,14,2.87,68.0,83.42,81.8,50.91,88.44,76.81,76.93,B,3.0
82.9,8,3.37,58.79,89.69,66.2,57.3,89.15,82.13,78.04,B+,3.3
66.6,14,2.07,94.44,95.6,100.0,76.06,83.18,82.18,88.9,A,4.0
94.0,5,3.12,88.36,75.26,100.0,63.58,77.48,69.59,76.96,B,3.0
76.1,15,3.06,100.0,63.09,100.0,83.86,73.44,84.13,82.29,A-,3.7
63.3,11,3.02,90.12,43.96,80.08,66.16,83.73,69.73,67.9,B-,2.7
76.9,10,3.62,100.0,90.84,73.31,60.12,100.0,91.2,89.53,A,4.0
100.0,8,3.2,88.78,44.66,73.61,57.21,94.68,57.18,62.31,C,2.0
92.2,7,3.89,79.33,69.23,67.48,100.0,89.17,76.92,76.18,B,3.0
77.8,12,2.4,82.92,67.19,82.49,91.78,92.19,82.85,79.83,B+,3.3
77.8,8,3.08,96.35,69.59,100.0,100.0,72.51,73.57,79.9,B+,3.3
78.1,1,3.05,61.02,66.28,77.01,80.43,65.59,53.91,62.29,C,2.0
100.0,3,2.36,63.76,68.75,83.17,63.8,63.07,73.3,70.73,B-,2.7
86.6,7,3.57,75.21,34.19,100.0,100.0,78.09,51.49,59.33,C,2.0
87.2,9,4.0,51.45,76.25,84.17,80.42,77.11,77.56,74.1,B,3.0
94.4,7,2.99,80.37,35.63,100.0,80.28,95.22,57.22,62.63,C,2.0
84.9,12,3.3,53.8,86.81,100.0,79.32,75.44,59.36,71.25,B-,2.7
78.9,1,3.05,73.59,56.91,77.22,17.75,61.55,65.15,63.01,C+,2.3
79.6,8,2.57,88.82,34.33,74.91,100.0,100.0,29.39,51.15,D+,1.3
81.1,1,1.91,61.3,48.42,82.82,75.29,62.13,29.4,48.21,F,0.0
81.6,11,2.58,100.0,62.06,80.01,82.12,80.33,75.92,77.01,B,3.0
90.7,7,2.16,52.7,86.66,66.73,71.5,80.93,72.79,72.98,B,3.0
82.6,9,4.0,100.0,78.71,100.0,83.5,66.65,74.36,81.93,B+,3.3
90.8,4,2.93,85.73,74.11,96.2,62.85,92.9,71.71,77.48,B+,3.3
81.0,13,2.79,54.62,92.26,88.23,89.46,89.28,54.27,70.72,B-,2.7
82.9,12,3.53,100.0,74.27,73.66,57.28,100.0,84.83,82.73,A-,3.7
58.0,10,2.33,73.16,79.19,65.37,75.47,64.61,72.01,73.12,B,3.0
93.0,7,2.54,63.2,80.3,83.65,84.47,77.75,69.22,73.72,B,3.0
86.2,10,3.04,58.67,52.2,79.78,74.2,80.33,60.69,61.83,C,2.0
94.0,5,3.62,76.08,95.95,81.29,84.06,83.07,84.01,85.49,A-,3.7
47.2,11,3.3,75.71,47.9,95.88,57.78,57.26,62.07,63.5,C+,2.3
100.0,14,3.15,85.94,92.08,99.2,65.02,85.95,66.82,80.11,B+,3.3
80.3,12,3.05,76.16,49.36,100.0,82.89,60.66,86.93,75.71,B,3.0
95.3,5,3.24,87.49,80.61,72.1,88.2,83.01,85.0,83.04,A-,3.7
69.5,9,3.12,71.92,100.0,79.61,41.98,47.93,64.94,74.22,B,3.0
89.4,2,2.38,42.84,61.45,86.97,79.26,45.94,49.96,56.73,C-,1.7
69.4,10,3.03,75.82,66.96,89.44,66.28,89.52,67.6,71.89,B-,2.7
74.5,9,2.36,39.68,77.96,99.58,69.72,67.53,77.39,73.22,B,3.0
100.0,1,3.05,80.21,62.63,85.95,48.79,61.07,37.95,56.96,C-,1.7
79.7,3,2.71,58.22,95.0,100.0,55.58,90.7,68.08,77.03,B,3.0
84.6,6,4.0,83.11,76.74,93.14,96.05,85.25,58.43,73.4,B,3.0
92.4,6,2.98,97.07,65.24,96.11,75.95,89.57,67.64,75.81,B,3.0
87.9,3,2.16,57.3,55.89,73.65,62.64,69.2,47.83,55.66,C-,1.7
83.8,9,2.92,94.28,56.43,84.53,74.26,100.0,68.73,72.91,B,3.0
86.4,9,3.31,73.68,63.14,97.11,86.99,71.72,62.93,69.65,B-,2.7
100.0,7,4.0,100.0,70.29,100.0,88.83,100.0,70.3,80.13,B+,3.3
81.3,4,2.65,68.05,58.73,88.28,70.18,72.67,65.49,67.06,C+,2.3
84.4,12,2.05,64.43,59.51,82.04,94.71,53.88,67.77,67.29,C+,2.3
94.6,14,3.49,95.53,100.0,100.0,100.0,91.98,98.67,98.4,A,4.0
95.3,6,2.17,67.87,50.93,54.11,79.85,78.82,52.05,57.08,C-,1.7
96.2,5,2.74,63.46,71.43,65.01,75.06,61.36,56.29,63.22,C+,2.3
89.7,9,2.85,71.5,81.15,92.85,88.5,65.76,72.87,77.16,B,3.0
68.3,6,2.96,74.2,77.95,81.04,78.53,74.52,74.98,76.37,B,3.0
100.0,7,3.41,100.0,72.6,93.81,97.63,85.44,54.58,73.52,B,3.0
68.2,10,2.59,47.17,65.33,82.95,90.37,41.59,66.02,64.71,C+,2.3
85.6,1,2.84,72.97,72.84,85.47,52.29,87.36,66.55,71.31,B-,2.7
72.9,13,2.99,89.72,77.61,76.58,58.8,73.43,76.62,77.78,B+,3.3
81.2,8,3.09,80.98,66.94,90.93,63.46,59.44,66.39,70.68,B-,2.7
85.9,6,3.06,96.68,45.04,94.96,92.6,90.2,37.64,59.46,C,2.0
85.9,7,3.26,77.41,64.04,99.18,48.16,78.2,62.47,68.85,B-,2.7
87.1,7,3.51,76.88,54.31,100.0,84.76,96.68,84.25,77.88,B+,3.3
100.0,1,3.24,84.54,57.99,84.59,80.19,81.79,61.41,68.3,B-,2.7
87.4,13,3.27,84.41,76.45,92.21,100.0,82.9,76.46,80.72,B+,3.3
79.1,8,2.05,67.85,72.45,61.43,74.96,71.57,63.92,67.33,C+,2.3
93.6,9,3.03,87.52,100.0,79.4,53.6,86.54,85.95,87.45,A,4.0
96.3,11,3.29,72.7,66.89,86.17,63.22,76.7,76.34,73.78,B,3.0
67.3,3,3.44,65.42,79.98,93.19,51.31,62.65,65.39,70.98,B-,2.7
89.2,9,2.58,69.62,75.44,76.21,65.86,86.08,73.28,73.83,B,3.0
90.4,6,2.6,95.94,89.38,91.2,70.35,73.62,94.23,90.74,A,4.0
78.4,11,2.66,29.86,80.4,84.16,55.2,78.65,76.71,70.37,B-,2.7
98.5,1,3.32,81.76,52.69,79.7,100.0,91.08,83.32,76.29,B,3.0
80.2,7,3.62,79.91,44.83,88.39,53.54,77.81,53.06,59.82,C,2.0
83.5,5,2.76,49.68,72.87,76.2,97.12,75.1,80.24,74.0,B,3.0
79.9,9,3.54,85.1,64.99,81.3,99.78,72.05,63.18,71.01,B-,2.7
82.2,9,3.07,85.94,56.11,64.34,92.97,84.83,68.62,69.69,B-,2.7
68.8,5,2.93,82.94,46.82,77.12,59.61,79.0,64.21,64.47,C+,2.3
64.7,5,2.87,33.67,69.03,73.69,77.61,86.06,54.03,59.47,C,2.0
100.0,7,3.45,100.0,97.82,80.51,55.71,72.59,83.35,87.26,A,4.0
71.8,4,3.2,63.71,61.24,85.78,89.18,68.37,70.61,69.57,B-,2.7
70.1,11,4.0,93.01,85.15,96.61,79.38,93.8,77.48,84.55,A-,3.7
56.2,6,2.49,82.9,63.14,80.57,62.41,75.31,80.05,75.18,B,3.0
74.3,1,3.31,60.22,45.74,91.31,49.34,60.68,37.14,49.96,D,1.0
66.1,6,2.68,83.44,78.29,86.44,26.93,91.82,89.01,82.27,A-,3.7
100.0,3,2.48,68.24,49.5,76.48,53.33,50.24,61.33,59.97,C,2.0
94.1,1,2.99,43.0,67.42,74.52,92.1,85.05,57.05,62.43,C,2.0
73.7,3,3.08,91.31,61.33,83.54,64.54,56.08,58.53,66.83,C+,2.3
100.0,8,4.0,71.97,90.89,96.49,78.55,100.0,76.66,82.76,A-,3.7
93.8,13,2.89,69.22,58.11,100.0,91.84,60.42,66.86,69.27,B-,2.7
78.1,9,2.32,69.34,74.64,95.68,100.0,91.52,71.47,76.79,B,3.0
52.0,5,3.16,77.42,52.9,72.84,95.19,72.2,72.63,69.55,B-,2.7
100.0,9,1.76,74.48,60.16,80.12,55.84,70.21,80.39,72.68,B,3.0
65.3,6,2.94,82.71,9.33,88.54,37.52,77.09,44.57,47.15,F,0.0
62.3,5,3.01,53.68,100.0,92.59,100.0,82.62,69.26,79.14,B+,3.3
94.3,3,3.48,66.31,79.26,94.72,100.0,64.79,64.85,73.41,B,3.0
100.0,1,3.58,75.28,57.74,82.25,78.41,65.6,57.68,64.23,C+,2.3
98.6,6,2.7,100.0,51.87,67.81,51.99,85.95,50.37,61.79,C,2.0
88.8,8,2.91,76.41,63.19,72.13,93.46,54.22,52.82,62.98,C+,2.3
89.1,7,2.54,92.25,80.44,85.24,72.03,67.79,94.1,87.1,A,4.0
92.2,6,2.32,75.28,37.43,84.81,70.67,100.0,56.6,60.3,C,2.0
91.1,4,3.19,69.42,67.4,69.49,90.77,63.12,54.66,63.77,C+,2.3
85.4,10,2.24,72.8,97.83,83.03,80.52,92.57,88.28,87.65,A,4.0
83.3,2,2.75,70.2,47.59,86.3,49.39,64.53,40.48,52.95,D+,1.3
81.2,11,2.4,86.47,71.71,69.61,69.57,84.55,59.61,69.41,B-,2.7
73.0,3,3.33,95.34,100.0,93.98,84.62,83.88,74.67,86.99,A,4.0
78.6,4,4.0,84.06,81.77,80.13,85.84,94.47,91.89,86.84,A,4.0
61.7,2,2.22,86.26,63.46,89.54,71.17,65.65,58.64,68.06,B-,2.7
80.8,5,1.89,56.67,72.25,70.74,85.94,98.98,37.78,57.99,C-,1.7
70.1,11,2.93,72.21,65.02,72.11,69.92,70.18,78.73,72.79,B,3.0
68.8,10,3.01,67.06,91.71,78.42,79.14,81.2,74.56,78.67,B+,3.3
84.2,11,3.13,85.36,67.25,85.5,17.88,84.07,50.93,63.64,C+,2.3
98.7,10,2.73,74.41,41.44,81.13,69.7,64.08,53.7,57.8,C-,1.7
93.0,3,2.88,85.87,61.66,78.33,86.67,70.92,67.92,71.17,B-,2.7
63.2,6,3.22,61.43,52.93,85.41,66.37,77.66,62.72,63.28,C+,2.3
70.1,4,3.62,76.94,64.79,80.24,65.9,70.24,82.32,75.5,B,3.0
93.3,13,1.83,88.05,66.6,82.96,57.0,100.0,61.79,70.72,B-,2.7
70.2,3,2.78,41.26,84.4,57.73,88.3,60.5,62.83,65.63,C+,2.3
79.3,11,3.13,100.0,84.27,90.85,88.02,96.66,76.11,84.83,A-,3.7
88.6,11,2.45,74.11,75.57,83.29,91.22,90.35,57.71,70.5,B-,2.7
70.4,15,4.0,55.16,78.49,100.0,52.47,85.35,86.67,79.46,B+,3.3
83.3,6,2.62,77.38,51.07,69.74,70.12,62.9,61.34,62.54,C,2.0
66.0,10,2.98,78.02,35.62,61.82,70.48,66.76,56.78,56.37,C-,1.7
74.8,17,3.33,83.47,79.51,98.12,77.65,77.45,87.23,84.86,A-,3.7
85.8,5,2.65,89.55,80.39,84.84,61.59,49.68,63.16,72.84,B,3.0
62.9,1,1.89,77.76,57.82,60.45,58.32,52.5,41.79,54.42,C-,1.7
87.3,1,2.74,76.86,56.83,60.03,85.68,51.64,55.11,60.65,C,2.0
81.8,10,3.62,88.41,82.09,100.0,45.23,100.0,91.52,87.66,A,4.0
88.6,1,2.8,71.19,64.43,95.73,100.0,81.42,78.92,77.0,B,3.0
84.7,6,2.49,100.0,94.6,50.78,81.34,85.63,84.95,86.06,A-,3.7
98.4,9,3.56,60.19,95.1,82.88,79.62,90.62,79.81,81.53,B+,3.3
83.5,8,2.8,79.24,85.5,100.0,91.47,79.49,80.33,83.94,A-,3.7
76.8,9,2.69,77.72,81.86,77.03,48.61,97.19,72.99,76.31,B,3.0
83.5,8,3.09,90.51,50.67,78.42,64.35,69.76,51.86,61.53,C,2.0
88.5,13,3.46,71.13,87.4,86.4,79.61,85.28,81.16,81.87,B+,3.3
82.6,4,4.0,52.9,78.08,71.61,100.0,89.52,55.46,66.28,C+,2.3
82.5,5,3.5,80.1,80.45,63.29,74.91,59.25,68.49,72.56,B,3.0
73.6,4,3.7,81.18,77.84,95.59,83.06,100.0,90.64,86.6,A-,3.7
74.0,11,2.7,100.0,78.14,61.78,65.29,78.3,82.84,81.03,B+,3.3
65.2,11,2.38,56.68,100.0,84.71,82.5,77.73,69.95,77.97,B+,3.3
100.0,9,3.04,97.78,72.24,97.1,100.0,98.06,76.8,83.06,A-,3.7
67.1,12,3.06,100.0,87.33,67.94,95.27,92.16,74.4,82.76,A-,3.7
73.7,3,2.35,65.2,56.33,65.78,67.4,71.4,53.33,58.72,C,2.0
73.4,14,2.89,61.34,86.35,100.0,90.86,82.52,90.55,85.68,A-,3.7
92.7,14,3.24,77.93,92.06,96.42,92.43,62.97,91.05,88.54,A,4.0
78.5,10,3.22,79.94,78.56,78.32,86.85,71.94,99.58,87.23,A,4.0
97.0,15,3.3,93.86,100.0,100.0,100.0,92.64,100.0,98.71,A,4.0
73.9,1,3.17,63.9,51.62,93.25,90.65,78.98,58.76,63.8,C+,2.3
85.3,5,2.7,98.16,60.03,84.06,70.54,91.93,72.54,75.28,B,3.0
72.0,5,2.69,56.74,69.86,68.66,83.01,71.77,59.51,64.39,C+,2.3
100.0,10,2.28,52.03,85.21,79.16,69.22,58.7,58.13,66.67,C+,2.3
67.7,3,4.0,93.47,72.74,86.31,58.25,91.66,84.55,82.15,A-,3.7
85.7,11,3.01,46.19,93.88,84.05,73.46,100.0,87.42,82.45,A-,3.7
89.6,13,2.87,78.48,63.95,98.81,78.17,94.12,70.36,74.4,B,3.0
87.0,10,2.44,100.0,52.21,65.1,45.55,75.17,64.77,66.51,C+,2.3
79.8,9,4.0,82.1,80.21,70.35,95.77,96.9,90.23,85.13,A-,3.7
80.4,4,2.36,55.47,64.05,80.45,20.47,100.0,65.37,64.55,C+,2.3
82.5,4,2.74,73.15,75.7,74.11,100.0,75.62,52.66,67.15,C+,2.3
80.2,12,3.25,80.66,73.98,79.9,100.0,63.06,77.39,77.69,B+,3.3
93.6,11,3.36,84.91,70.06,67.28,75.8,74.29,69.97,72.47,B,3.0
100.0,7,3.57,91.11,72.98,87.41,79.35,89.94,85.37,83.27,A-,3.7
75.3,6,4.0,64.14,73.19,85.1,83.18,57.26,79.24,75.15,B,3.0
65.6,1,3.3,97.77,60.58,86.3,59.86,74.83,76.45,75.76,B,3.0
80.9,3,2.37,75.35,61.42,78.5,73.14,76.99,48.22,61.3,C,2.0
100.0,15,2.85,94.8,70.44,88.31,79.31,100.0,70.73,77.92,B+,3.3
72.4,2,3.18,63.94,80.07,93.48,69.66,91.7,79.62,78.87,B+,3.3
100.0,8,4.0,100.0,79.7,73.85,84.87,95.7,73.38,80.69,B+,3.3
100.0,12,2.16,75.18,100.0,91.48,53.4,48.76,64.72,76.42,B,3.0
75.4,2,3.72,79.98,71.39,61.77,74.53,88.71,71.02,72.59,B,3.0
88.8,8,3.11,64.92,63.11,74.86,79.86,88.8,59.2,65.12,C+,2.3
100.0,11,3.5,68.75,100.0,75.15,84.02,87.28,100.0,91.39,A,4.0
77.5,8,2.94,87.43,76.73,92.49,71.23,52.89,75.57,77.98,B+,3.3
79.6,19,2.49,76.57,92.06,88.44,100.0,72.35,87.85,87.1,A,4.0
75.0,1,3.45,61.19,76.47,79.84,65.63,57.66,59.6,66.29,C+,2.3
